	V1	V2
X1_10_10	0.07142857142856204	0.12698412698413222
X1_10_12	0.10714285714284802	0.1269841269841319
X1_10_14	0.14285714285713397	0.12698412698413156
X1_10_16	0.17857142857141994	0.12698412698413122
X1_10_18	0.21428571428570592	0.1269841269841309
X1_10_20	0.2499999999999919	0.12698412698413056
X1_10_22	0.28571428571427787	0.1269841269841302
X1_10_24	0.32142857142856385	0.12698412698412986
X1_10_26	0.3571428571428498	0.12698412698412953
X1_10_28	0.39285714285713585	0.1269841269841292
X1_10_30	0.4285714285714218	0.12698412698412886
X1_10_32	0.4642857142857078	0.1269841269841285
X1_10_34	0.4999999999999937	0.12698412698412817
X1_10_36	0.5357142857142798	0.12698412698412784
X1_10_38	0.5714285714285656	0.1269841269841275
X1_10_40	0.6071428571428517	0.12698412698412717
X1_10_42	0.6428571428571377	0.1269841269841268
X1_10_44	0.6785714285714237	0.12698412698412648
X1_10_46	0.7142857142857095	0.12698412698412614
X1_10_48	0.7499999999999956	0.1269841269841258
X1_10_50	0.7857142857142816	0.12698412698412548
X1_10_52	0.8214285714285676	0.12698412698412512
X1_10_54	0.8571428571428534	0.12698412698412478
X1_10_56	0.8928571428571395	0.12698412698412445
X1_10_58	0.9285714285714255	0.12698412698412412
X1_10_60	0.9642857142857113	0.12698412698412376
X1_10_62	0.9999999999999973	0.12698412698412342
X1_10_8	0.03571428571427607	0.12698412698413258
X1_11_11	0.08928571428570523	0.14285714285714785
X1_11_13	0.1249999999999912	0.14285714285714748
X1_11_15	0.16071428571427715	0.14285714285714715
X1_11_17	0.19642857142856313	0.14285714285714682
X1_11_19	0.2321428571428491	0.14285714285714649
X1_11_21	0.2678571428571351	0.14285714285714615
X1_11_23	0.30357142857142105	0.1428571428571458
X1_11_25	0.33928571428570703	0.14285714285714546
X1_11_27	0.374999999999993	0.14285714285714513
X1_11_29	0.410714285714279	0.1428571428571448
X1_11_31	0.446428571428565	0.14285714285714446
X1_11_33	0.48214285714285104	0.14285714285714413
X1_11_35	0.517857142857137	0.14285714285714377
X1_11_37	0.553571428571423	0.14285714285714343
X1_11_39	0.5892857142857089	0.1428571428571431
X1_11_41	0.6249999999999949	0.14285714285714277
X1_11_43	0.6607142857142809	0.14285714285714243
X1_11_45	0.696428571428567	0.14285714285714207
X1_11_47	0.7321428571428528	0.14285714285714174
X1_11_49	0.7678571428571388	0.1428571428571414
X1_11_51	0.8035714285714248	0.14285714285714107
X1_11_53	0.8392857142857109	0.14285714285714074
X1_11_55	0.8749999999999967	0.14285714285714038
X1_11_57	0.9107142857142827	0.14285714285714005
X1_11_59	0.9464285714285687	0.14285714285713969
X1_11_61	0.9821428571428545	0.14285714285713935
X1_11_9	0.05357142857141925	0.14285714285714818
X1_12_10	0.07142857142856243	0.15873015873016377
X1_12_12	0.10714285714284841	0.15873015873016344
X1_12_14	0.14285714285713436	0.1587301587301631
X1_12_16	0.17857142857142033	0.15873015873016275
X1_12_18	0.2142857142857063	0.1587301587301624
X1_12_20	0.24999999999999228	0.15873015873016208
X1_12_22	0.28571428571427826	0.15873015873016175
X1_12_24	0.32142857142856424	0.1587301587301614
X1_12_26	0.3571428571428502	0.15873015873016105
X1_12_28	0.3928571428571362	0.15873015873016072
X1_12_30	0.4285714285714222	0.1587301587301604
X1_12_32	0.46428571428570814	0.15873015873016005
X1_12_34	0.49999999999999417	0.15873015873015972
X1_12_36	0.53571428571428	0.1587301587301594
X1_12_38	0.5714285714285661	0.15873015873015903
X1_12_40	0.6071428571428521	0.1587301587301587
X1_12_42	0.6428571428571381	0.15873015873015836
X1_12_44	0.6785714285714239	0.15873015873015803
X1_12_46	0.71428571428571	0.1587301587301577
X1_12_48	0.749999999999996	0.15873015873015733
X1_12_50	0.785714285714282	0.158730158730157
X1_12_52	0.8214285714285678	0.15873015873015667
X1_12_54	0.8571428571428539	0.15873015873015633
X1_12_56	0.8928571428571399	0.158730158730156
X1_12_58	0.9285714285714257	0.15873015873015564
X1_12_60	0.9642857142857117	0.15873015873015528
