	V1	V2
X3_10_10	0.08856847224702413	0.13686880732650786
X3_10_12	0.12322837138694087	0.1360952236475388
X3_10_14	0.15788827052685717	0.13532163996856994
X3_10_16	0.19254816966677302	0.13454805628960098
X3_10_18	0.22720806880668976	0.13377447261063202
X3_10_20	0.26186796794660605	0.13300088893166306
X3_10_22	0.2965278670865228	0.13222730525269422
X3_10_24	0.33118776622643864	0.13145372157372526
X3_10_26	0.3658476653663554	0.1306801378947563
X3_10_28	0.40050756450627123	0.12990655421578734
X3_10_30	0.43516746364618797	0.1291329705368185
X3_10_32	0.4698273627861038	0.12835938685784942
X3_10_34	0.5044872619260206	0.12758580317888057
X3_10_36	0.5391471610659373	0.12681221949991162
X3_10_38	0.5738070602058531	0.12603863582094277
X3_10_40	0.6084669593457699	0.1252650521419738
X3_10_42	0.6431268584856857	0.12449146846300485
X3_10_44	0.6777867576256025	0.12371788478403589
X3_10_46	0.7124466567655192	0.12294430110506693
X3_10_48	0.747106555905436	0.12217071742609809
X3_10_50	0.7817664550453509	0.12139713374712913
X3_10_52	0.8164263541852677	0.12062355006816017
X3_10_54	0.8510862533251844	0.11984996638919121
X3_10_56	0.8857461524651002	0.11907638271022236
X3_10_58	0.920406051605017	0.1183027990312534
X3_10_6	0.019248673967191543	0.13841597468444555
X3_10_60	0.9550659507449337	0.11752921535228433
X3_10_8	0.05390857310710784	0.1376423910054767
X3_11_11	0.10632651140511395	0.15214014700476997
X3_11_13	0.14098641054503025	0.15136656332580112
X3_11_15	0.1756463096849461	0.15059297964683216
X3_11_17	0.21030620882486284	0.1498193959678632
X3_11_19	0.24496610796477913	0.14904581228889435
X3_11_21	0.2796260071046959	0.1482722286099254
X3_11_23	0.3142859062446117	0.14749864493095632
X3_11_25	0.34894580538452846	0.14672506125198748
X3_11_27	0.3836057045244443	0.14595147757301863
X3_11_29	0.41826560366436105	0.14517789389404967
X3_11_31	0.4529255028042769	0.1444043102150806
X3_11_33	0.48758540194419364	0.14363072653611175
X3_11_35	0.5222453010841104	0.1428571428571429
X3_11_37	0.5569052002240262	0.14208355917817383
X3_11_39	0.591565099363943	0.14130997549920488
X3_11_41	0.6262249985038588	0.14053639182023603
X3_11_43	0.6608848976437756	0.13976280814126718
X3_11_45	0.6955447967836923	0.1389892244622981
X3_11_47	0.7302046959236081	0.13821564078332926
X3_11_49	0.7648645950635249	0.1374420571043603
X3_11_5	0.0023468139853646264	0.15446089804167684
X3_11_51	0.7995244942034407	0.13666847342539135
X3_11_53	0.8341843933433575	0.1358948897464224
X3_11_55	0.8688442924832733	0.13512130606745354
X3_11_57	0.9035041916231901	0.13434772238848458
X3_11_59	0.9381640907631068	0.13357413870951562
X3_11_7	0.03700671312528092	0.15368731436270788
X3_11_9	0.07166661226519722	0.15291373068373892
X3_12_10	0.0894246514232866	0.16818507036200114
X3_12_12	0.12408455056320333	0.1674114866830323
X3_12_14	0.15874444970311963	0.16663790300406334
X3_12_16	0.19340434884303592	0.16586431932509438
X3_12_18	0.22806424798295222	0.16509073564612553
X3_12_20	0.26272414712286896	0.16431715196715657
X3_12_22	0.2973840462627848	0.1635435682881876
X3_12_24	0.33204394540270155	0.16276998460921865
X3_12_26	0.3667038445426174	0.1619964009302498
X3_12_28	0.40136374368253414	0.16122281725128074
X3_12_30	0.4360236428224509	0.1604492335723119
X3_12_32	0.4706835419623667	0.15967564989334293
X3_12_34	0.5053434411022835	0.15890206621437408
X3_12_36	0.5400033402421993	0.158128482535405
X3_12_38	0.574663239382116	0.15735489885643617
X3_12_40	0.6093231385220319	0.1565813151774672
X3_12_42	0.6439830376619486	0.15580773149849825
X3_12_44	0.6786429368018654	0.1550341478195294
X3_12_46	0.7133028359417812	0.15426056414056044
X3_12_48	0.747962735081698	0.15348698046159148
X3_12_50	0.7826226342216147	0.15271339678262252
X3_12_52	0.8172825333615306	0.15193981310365368
X3_12_54	0.8519424325014464	0.15116622942468472
X3_12_56	0.8866023316413632	0.15039264574571565
X3_12_58	0.9212622307812799	0.1496190620667468
X3_12_6	0.020104853143454005	0.16973223771993917
X3_12_60	0.9559221299211957	0.14884547838777795
X3_12_8	0.0547647522833703	0.1689586540409701
X3_13_11	0.10718269058137642	0.18345641004026347
X3_13_13	0.1418425897212927	0.18268282636129451
X3_13_15	0.176502488861209	0.18190924268232567
X3_13_17	0.2111623880011253	0.1811356590033567
X3_13_19	0.2458222871410416	0.18036207532438764
X3_13_21	0.2804821862809579	0.1795884916454188
X3_13_23	0.31514208542087463	0.17881490796644994
X3_13_25	0.3498019845607905	0.17804132428748098
X3_13_27	0.3844618837007072	0.17726774060851191
X3_13_29	0.41912178284062396	0.17649415692954307
